gc_content,cpg_dinucleotide_freq,obs_exp_ratio,sequence_complexity
0.69,0.05527638190954774,0.002312381753205802,1.8690645932087318
0.685,0.05025125628140704,0.002134016218523261,1.8550857061582882
0.695,0.06030150753768844,0.0025542784163473816,1.860086597518618
0.685,0.05527638190954774,0.002347417840375587,1.888457651686151
0.685,0.04020100502512563,0.0017072129748186085,1.877210263965463
0.695,0.04522613065326633,0.0019157088122605365,1.8469114795840123
0.69,0.05025125628140704,0.0021074815595363543,1.8678091962107937
0.69,0.02512562814070352,0.0010611205432937182,1.8859445063456084
0.685,0.03015075376884422,0.0013574660633484162,1.869850287089552
0.685,0.03015075376884422,0.0012804097311139564,1.877210263965463
0.695,0.020100502512562814,0.0008281573498964804,1.8858114774733088
0.695,0.06030150753768844,0.0024875621890547263,1.8861360661586404
0.69,0.04020100502512563,0.0017032148179689163,1.8855362096628645
0.695,0.06030150753768844,0.0025817555938037863,1.8634737562659107
0.685,0.04020100502512563,0.0017057569296375266,1.8981086360052102
0.695,0.04020100502512563,0.001658374792703151,1.8851885916699291
0.685,0.06532663316582915,0.002771855010660981,1.888879003764511
0.695,0.01507537688442211,0.0006237006237006236,1.8851548878065219
0.695,0.020100502512562814,0.000847457627118644,1.874350533475827
0.685,0.02512562814070352,0.0010683760683760683,1.8961377227151885
0.685,0.05025125628140704,0.002150537634408602,1.8897520115671536
0.685,0.02512562814070352,0.0010864841373315949,1.889269196746739
0.695,0.035175879396984924,0.0014492753623188406,1.8843877004508922
0.695,0.03015075376884422,0.001336898395721925,1.8132976429808236
0.685,0.020100502512562814,0.0008602150537634409,1.8734126856220283
0.685,0.04522613065326633,0.002255639097744361,1.806192873109956
0.69,0.03015075376884422,0.001299545159194282,1.8665415569286803
0.685,0.035175879396984924,0.0016385767790262173,1.840914880056923
0.685,0.06030150753768844,0.0026607538802660754,1.8794855185520634
0.695,0.035175879396984924,0.0014492753623188406,1.8843877004508922
0.695,0.07035175879396985,0.002899751449875725,1.8865513520319492
0.69,0.03015075376884422,0.0013416815742397139,1.8542171221729424
0.685,0.04020100502512563,0.0017204301075268817,1.8929723973127823
0.695,0.05527638190954774,0.002286902286902287,1.8780203812763085
0.685,0.03015075376884422,0.0013793103448275863,1.862311293526881
0.69,0.06532663316582915,0.002865961199294533,1.857961518982689
0.685,0.04020100502512563,0.0024345709068776624,1.6485917085002626
0.695,0.03015075376884422,0.0012658227848101266,1.85130464512677
0.695,0.05025125628140704,0.002088554720133668,1.882866541312445
0.69,0.05527638190954774,0.0027281746031746035,1.8111531898875928
0.69,0.02512562814070352,0.0010683760683760683,1.88258377363527
0.685,0.04020100502512563,0.0017969451931716081,1.860335018983721
0.685,0.05527638190954774,0.0024250440917107587,1.8822571323203572
0.685,0.020100502512562814,0.0008869179600886919,1.8781100193559734
0.685,0.01507537688442211,0.0006578947368421051,1.8638756587860186
0.685,0.03015075376884422,0.001278772378516624,1.8987774580511754
0.685,0.03015075376884422,0.0013303769401330377,1.8794855185520634
0.69,0.07035175879396985,0.002971137521222411,1.8878092891049532
0.69,0.035175879396984924,0.0014814814814814814,1.8702829079087206
0.69,0.04020100502512563,0.0017241379310344827,1.8746267996148256
0.69,0.035175879396984924,0.001473063973063973,1.8884987891097653
0.685,0.03015075376884422,0.0012942191544434859,1.8924102276740593
0.685,0.02512562814070352,0.0010660980810234541,1.8939709419889483
0.69,0.04020100502512563,0.0017032148179689163,1.88273414289307
0.695,0.04020100502512563,0.0016632016632016633,1.858597934822322
0.69,0.06030150753768844,0.0025396825396825397,1.8835623413183376
0.695,0.04020100502512563,0.001694915254237288,1.8686367282765797
0.695,0.05527638190954774,0.0023666092943201377,1.867748203296124
0.69,0.04522613065326633,0.001890359168241966,1.8910759424971657
0.695,0.04020100502512563,0.001755155770074594,1.8587294073423315
0.685,0.035175879396984924,0.0016091954022988506,1.860935794330791
0.69,0.04020100502512563,0.0017094017094017094,1.880947804978455
0.69,0.05025125628140704,0.002177700348432056,1.8603374320804864
0.695,0.02512562814070352,0.001196172248803828,1.796520871348077
0.69,0.06532663316582915,0.002777777777777778,1.8762512493726962
0.69,0.05025125628140704,0.002177700348432056,1.873302117604559
0.69,0.04020100502512563,0.0017241379310344827,1.880236873891506
0.685,0.05025125628140704,0.0022461814914645105,1.8635957004722759
0.685,0.02512562814070352,0.0010864841373315949,1.8725743809326758
0.69,0.035175879396984924,0.0014715156611309647,1.8890217427897715
0.69,0.04020100502512563,0.0018704699555763388,1.8414476589987954
0.69,0.135678391959799,0.006312836100070144,1.7036616227559365
0.685,0.04020100502512563,0.001839080459770115,1.8595575045834132
0.685,0.04522613065326633,0.001935483870967742,1.8943478965088723
0.69,0.035175879396984924,0.0014705882352941176,1.884638871455675
0.685,0.05527638190954774,0.0024250440917107587,1.8725693091542008
0.695,0.04020100502512563,0.0016813787305590584,1.878319717679558
0.695,0.04522613065326633,0.001906779661016949,1.8710235609343253
0.695,0.02512562814070352,0.001044277360066834,1.882866541312445
0.695,0.05527638190954774,0.0023305084745762713,1.854126303888794
0.695,0.02512562814070352,0.0010822510822510823,1.862430455183738
0.695,0.020100502512562814,0.0009569377990430622,1.815321323912693
0.685,0.04020100502512563,0.00178491744756805,1.8751192728755588
0.69,0.04020100502512563,0.0016835016835016836,1.8919995405259247
0.69,0.035175879396984924,0.001524390243902439,1.8733021176045592
0.685,0.04020100502512563,0.00178491744756805,1.8718988871299298
0.69,0.03015075376884422,0.0012612991381122556,1.8890217427897715
0.69,0.05527638190954774,0.00234192037470726,1.8855362096628643
0.695,0.04522613065326633,0.001948051948051948,1.8652749335371208
0.69,0.02512562814070352,0.0010504201680672268,1.8815680401780512
0.685,0.04020100502512563,0.0017057569296375266,1.8985668269306673
0.695,0.035175879396984924,0.0014510779436152572,1.8861360661586406
0.685,0.035175879396984924,0.0014938113529662826,1.8935495899105885
0.69,0.035175879396984924,0.0014780405405405406,1.8714353474644383
0.685,0.03015075376884422,0.0014044943820224719,1.8469577768219025
0.695,0.05527638190954774,0.002286902286902287,1.8851548878065219
0.695,0.020100502512562814,0.000847457627118644,1.874350533475827
0.69,0.04020100502512563,0.0017758046614872365,1.8659325321156761
0.695,0.06030150753768844,0.002522068095838587,1.8749927451380564
0.69,0.04020100502512563,0.0017758046614872365,1.8511030638322592
0.695,0.020100502512562814,0.000847457627118644,1.8686367282765797
0.69,0.04522613065326633,0.0019047619047619048,1.889172415595018
0.69,0.01507537688442211,0.0006436387041407423,1.882449505341748
0.685,0.03015075376884422,0.0012793176972281449,1.898566826930667
0.69,0.05025125628140704,0.0021367521367521365,1.8844485563946145
0.69,0.05025125628140704,0.002145462347135808,1.8817508206953828
0.695,0.020100502512562814,0.0013227513227513227,1.6089080387781496
0.695,0.03015075376884422,0.0012437810945273632,1.8818616191284272
0.695,0.05025125628140704,0.002079002079002079,1.875144532529871
0.69,0.04522613065326633,0.0018967334035827187,1.8905684125616276
0.685,0.02512562814070352,0.0011022927689594358,1.8655623165062938
0.69,0.035175879396984924,0.0014855687606112056,1.8843085376887934
0.69,0.03015075376884422,0.0013318534961154272,1.8424746311184768
0.69,0.03015075376884422,0.0012733446519524619,1.8821992148282725
0.69,0.04522613065326633,0.0019715224534501644,1.872307315205192
0.685,0.06532663316582915,0.002837189000436491,1.8843940886043393
0.685,0.035175879396984924,0.0017784552845528454,1.8099699924821648
0.69,0.06030150753768844,0.0025337837837837835,1.8903248551507357
0.685,0.07537688442211055,0.003198294243070362,1.8985668269306673
0.69,0.020100502512562814,0.0008488964346349746,1.8821992148282725
0.69,0.020100502512562814,0.0008465608465608465,1.8702829079087206
0.685,0.04020100502512563,0.0017316017316017316,1.8884219758711986
0.69,0.05025125628140704,0.0021074815595363543,1.891267097207993
0.69,0.07537688442211055,0.0033542039355992843,1.8435249215085636
0.695,0.03015075376884422,0.0015151515151515152,1.7935317995643474
0.69,0.04020100502512563,0.0017032148179689163,1.8749667560096874
0.69,0.020100502512562814,0.0008818342151675486,1.8692296572822313
0.69,0.04020100502512563,0.001788908765652952,1.8568043549181803
0.695,0.05025125628140704,0.002088554720133668,1.869484706262851
0.695,0.08542713567839195,0.0035196687370600416,1.8843877004508922
0.685,0.020100502512562814,0.0008525149190110827,1.8987774580511754
0.685,0.04522613065326633,0.001923076923076923,1.8975132219112787
0.695,0.020100502512562814,0.0008302200083022001,1.878851642413772
0.69,0.020100502512562814,0.0008620689655172414,1.8720395668695873
0.695,0.04020100502512563,0.001694915254237288,1.862389399757199
0.69,0.02512562814070352,0.0010501995379122034,1.881672586956968
0.69,0.04020100502512563,0.0017163698777086464,1.8768394310650678
0.685,0.03015075376884422,0.0012804097311139564,1.888457651686151
0.69,0.06532663316582915,0.00273109243697479,1.8893354270614338
0.69,0.04020100502512563,0.001681732184149674,1.8890217427897715
0.69,0.035175879396984924,0.0015086206896551724,1.8516909949605078
0.69,0.035175879396984924,0.0015086206896551724,1.8516909949605078
0.69,0.06030150753768844,0.0025548222269533745,1.886467627430576
0.685,0.020100502512562814,0.0008658008658008658,1.8884219758711982
0.69,0.05025125628140704,0.002100399075824407,1.8894399738403505
0.685,0.0,0.0,1.6465077153781729
0.695,0.005025125628140704,0.00033068783068783067,1.6854203763369
0.695,0.04020100502512563,0.0017028522775649213,1.860086597518618
0.69,0.04020100502512563,0.0016803192606595252,1.8894399738403505
0.695,0.06030150753768844,0.0025136154168412233,1.8785640195826305
0.69,0.03015075376884422,0.0012733446519524619,1.8859445063456086
0.69,0.05527638190954774,0.0023706896551724138,1.8654074056080892
0.69,0.04020100502512563,0.001680672268907563,1.8921374938312283
0.685,0.04020100502512563,0.002032520325203252,1.8155001011758067
0.695,0.035175879396984924,0.0014583333333333332,1.874104808110875
0.69,0.04020100502512563,0.001681732184149674,1.8890217427897715
0.685,0.04522613065326633,0.0019206145966709346,1.8724659147869633
0.685,0.03015075376884422,0.0015037593984962407,1.813199865757863
0.685,0.04522613065326633,0.0019263698630136987,1.8966697976735527
0.685,0.02512562814070352,0.001207729468599034,1.7652319869620636
0.69,0.04020100502512563,0.0021052631578947372,1.7869234952324589
0.69,0.05527638190954774,0.002360008581849389,1.871181367042206
0.69,0.03015075376884422,0.001299545159194282,1.8778096952282226
0.685,0.020100502512562814,0.000858000858000858,1.888709232589842
0.685,0.03015075376884422,0.001287001287001287,1.895156649554117
0.69,0.03015075376884422,0.0012733446519524619,1.8765411508054108
0.685,0.020100502512562814,0.000858000858000858,1.885927017313418
0.69,0.035175879396984924,0.0015161360190599957,1.878042428349569
0.69,0.04020100502512563,0.0017327268789257093,1.8743089438120628
0.69,0.04020100502512563,0.001680672268907563,1.8872261042009129
0.69,0.07537688442211055,0.0031565656565656565,1.8634536615949266
0.695,0.05527638190954774,0.002304147465437788,1.8742739914057993
0.69,0.05527638190954774,0.0024096385542168677,1.8666972409285114
0.695,0.04020100502512563,0.0021978021978021982,1.7364240600067453
0.695,0.010050251256281407,0.0004140786749482402,1.8824845049318073
0.685,0.07035175879396985,0.003010752688172043,1.8929723973127823
0.69,0.020100502512562814,0.0008488964346349746,1.8796119820830346
0.69,0.07035175879396985,0.0032733224222585926,1.8072812123019815
0.69,0.05025125628140704,0.00223613595706619,1.828247982498047
0.685,0.04020100502512563,0.001716001716001716,1.891018955537855
0.69,0.05025125628140704,0.00223613595706619,1.8589136777787014
0.685,0.07035175879396985,0.0030554343081623746,1.8871478775478074
0.69,0.020100502512562814,0.0014619883040935674,1.643990284586708
0.69,0.035175879396984924,0.0014903129657228018,1.88273414289307
0.69,0.04522613065326633,0.0019161166702150309,1.8862348943092295
0.69,0.05527638190954774,0.002312381753205802,1.8583560475091172
0.695,0.06532663316582915,0.0026948590381426205,1.8818616191284272
0.69,0.010050251256281407,0.00042328042328042324,1.8702829079087206
0.685,0.06030150753768844,0.002607561929595828,1.8795813735805829
0.685,0.020100502512562814,0.0009119927040583676,1.8592878470503935
0.695,0.03015075376884422,0.0015384615384615385,1.7773302894813297
0.685,0.04020100502512563,0.001932367149758454,1.8265018105496449
0.69,0.05025125628140704,0.0021367521367521365,1.8844485563946145
0.695,0.05527638190954774,0.002380952380952381,1.8648017066948661
0.685,0.05527638190954774,0.002412280701754386,1.8843526787474054
0.695,0.06532663316582915,0.0026915113871635614,1.8867589519620203
0.685,0.04020100502512563,0.001979218208807521,1.807716868228474
0.685,0.04020100502512563,0.0017072129748186085,1.8912398669625752
0.685,0.03015075376884422,0.0012942191544434859,1.8924102276740593
0.685,0.02512562814070352,0.0011399908800729596,1.8657352640146685
0.69,0.06030150753768844,0.0026286966046002187,1.8716086305588266
0.695,0.05025125628140704,0.00211864406779661,1.862389399757199
0.685,0.04020100502512563,0.0018239854081167353,1.8615975699984069
0.685,0.05527638190954774,0.0023655913978494624,1.8938897055834152
0.685,0.05025125628140704,0.0021321961620469083,1.8555070582366477
0.695,0.05527638190954774,0.0022774327122153212,1.8800976722740614
0.69,0.04020100502512563,0.001693121693121693,1.889172415595018
0.69,0.04522613065326633,0.0018967334035827187,1.8723775895216954
0.69,0.02512562814070352,0.0010521885521885524,1.8901347577665804
0.69,0.06030150753768844,0.0025641025641025637,1.8762512493726962
0.69,0.020100502512562814,0.0008445945945945946,1.8896261705043704
0.69,0.05025125628140704,0.002177700348432056,1.8695568260872233
0.685,0.05025125628140704,0.0021729682746631897,1.8846733118050203
0.685,0.035175879396984924,0.0015015015015015015,1.895156649554117
0.695,0.04020100502512563,0.0016563146997929609,1.8843877004508922
0.69,0.04020100502512563,0.0016859852476290833,1.8368814366561579
0.69,0.04020100502512563,0.0016977928692699493,1.887110604458588
0.69,0.02512562814070352,0.0010557432432432433,1.8790567168511934
0.685,0.04020100502512563,0.001725625539257981,1.885962810709784
0.685,0.06532663316582915,0.002777777777777778,1.8961377227151888
0.69,0.03015075376884422,0.0012626262626262627,1.891999540525925
0.685,0.04020100502512563,0.0017543859649122805,1.8802149847311438
0.695,0.03015075376884422,0.001402524544179523,1.8187837199884829
0.685,0.06532663316582915,0.0027885027885027887,1.8826663358248625
0.685,0.01507537688442211,0.0006435006435006435,1.894239341283484
0.695,0.05025125628140704,0.002139495079161318,1.8709521963931155
0.69,0.035175879396984924,0.0014780405405405406,1.8896261705043704
0.69,0.04522613065326633,0.0019047619047619048,1.8894051487163643
0.695,0.04522613065326633,0.0018641259320629662,1.8841801005208212
0.69,0.04020100502512563,0.0017094017094017094,1.880947804978455
0.69,0.04020100502512563,0.001681732184149674,1.8843251871840125
0.685,0.02512562814070352,0.0011820330969267141,1.8325986723580971
0.685,0.020100502512562814,0.000858000858000858,1.8956148404795738
0.685,0.04522613065326633,0.0019413287316652288,1.8619291149597945
0.69,0.035175879396984924,0.0014957264957264956,1.8844485563946145
0.69,0.08040201005025126,0.003361344537815126,1.887226104200913
0.69,0.04522613065326633,0.001930916112422227,1.871181367042206
0.695,0.06030150753768844,0.0024948024948024945,1.8851548878065219
0.69,0.03015075376884422,0.0013758312313689519,1.8498186271988086
0.695,0.07035175879396985,0.0030303030303030303,1.8652749335371206
0.685,0.035175879396984924,0.0015099223468507336,1.876173602785453
0.69,0.03015075376884422,0.0012644889357218123,1.8368814366561577
0.69,0.04020100502512563,0.0017758046614872365,1.8652338474693109
0.695,0.035175879396984924,0.0016746411483253589,1.8167451009351097
0.69,0.02512562814070352,0.001088850174216028,1.869556826087223
0.685,0.04020100502512563,0.0017316017316017316,1.8911757648146663
0.685,0.04020100502512563,0.0017072129748186085,1.8981454748523072
0.695,0.04522613065326633,0.0018641259320629662,1.8865513520319492
0.685,0.05025125628140704,0.0021450021450021453,1.895156649554117
0.685,0.08040201005025126,0.0034246575342465756,1.896669797673553
0.685,0.03015075376884422,0.0012942191544434859,1.8928684185995162
0.695,0.035175879396984924,0.0014583333333333332,1.884115163387526
0.695,0.02512562814070352,0.0016534391534391536,1.6858936031791547
0.685,0.03015075376884422,0.00202020202020202,1.703839915508671
0.695,0.03015075376884422,0.002173913043478261,1.652149191612961
0.685,0.05025125628140704,0.002134016218523261,1.888457651686151
0.69,0.05025125628140704,0.0024177949709864605,1.8253921993983868
0.685,0.05025125628140704,0.0021321961620469083,1.8818720111166036
0.685,0.09045226130653267,0.0038527397260273975,1.8869819745073966
0.69,0.05025125628140704,0.002145462347135808,1.881750820695383
0.685,0.01507537688442211,0.0006651884700665188,1.8794855185520636
0.69,0.03015075376884422,0.0012820512820512818,1.8844485563946145
0.685,0.03015075376884422,0.0013094718463553033,1.8866896866223504
0.685,0.05527638190954774,0.0023504273504273503,1.897513221911279
0.695,0.05025125628140704,0.002079002079002079,1.883734186475556
0.69,0.035175879396984924,0.0014903129657228018,1.880624820032549
0.695,0.035175879396984924,0.00196078431372549,1.6730890281352042
0.69,0.07035175879396985,0.002962962962962963,1.889172415595018
0.69,0.04020100502512563,0.001890359168241966,1.8365648507541081
0.695,0.04020100502512563,0.0017028522775649213,1.8354622776286964
0.685,0.04020100502512563,0.0017050298380221654,1.8987774580511754
0.685,0.010050251256281407,0.001937984496124031,1.4291182969750413
0.695,0.04020100502512563,0.0020512820512820513,1.7859199434270145
0.685,0.010050251256281407,0.00045977011494252877,1.861853102601424
0.695,0.05025125628140704,0.002079002079002079,1.8846816609642676
0.69,0.05025125628140704,0.0021290185224611454,1.8627769933120306
0.685,0.08542713567839195,0.003728070175438596,1.81059254143057
0.685,0.05025125628140704,0.002131287297527707,1.8960236691077073
0.685,0.07035175879396985,0.0030864197530864196,1.882257132320357
0.685,0.05025125628140704,0.002182453077258839,1.8802422696580754
0.685,0.035175879396984924,0.0015015015015015015,1.892861051536106
0.69,0.03015075376884422,0.0012872774082814847,1.8421148884530125
0.685,0.02512562814070352,0.0010725010725010726,1.892861051536106
0.695,0.04020100502512563,0.0018140589569160996,1.8429843671669015
0.695,0.05025125628140704,0.0021939447125932424,1.845347572292737
0.685,0.06532663316582915,0.002771855010660981,1.897191327734577
0.69,0.0,0.0,1.6442912658094577
0.685,0.01507537688442211,0.000651890482398957,1.888811005821282
0.695,0.035175879396984924,0.0014583333333333332,1.8812706850341434
0.695,0.01507537688442211,0.0007092198581560284,1.8164639588306013
0.695,0.06030150753768844,0.00267379679144385,1.8379219628707446
0.685,0.020100502512562814,0.0009456264775413712,1.8488352972467037
0.695,0.020100502512562814,0.0008316008316008316,1.8823104094531393
0.69,0.11557788944723618,0.004840067340067341,1.8919995405259247
0.69,0.02512562814070352,0.0010537407797681772,1.8905684125616278
0.695,0.04020100502512563,0.0018700327255726976,1.8259495969117512
0.695,0.04020100502512563,0.0016813787305590584,1.8797404190105242
0.685,0.04522613065326633,0.001964207769532955,1.8843940886043395
0.685,0.04020100502512563,0.0017316017316017316,1.8782272601599552
0.69,0.03015075376884422,0.0012626262626262627,1.8807314022263824
0.685,0.06030150753768844,0.0025806451612903226,1.8929723973127823
0.695,0.08040201005025126,0.0033208800332088003,1.8845654476130194
0.685,0.020100502512562814,0.0010309278350515464,1.797663909571818
0.69,0.035175879396984924,0.0014715156611309647,1.892522494205931
0.685,0.07537688442211055,0.003210616438356164,1.893916008730085
0.69,0.07035175879396985,0.003003647285990131,1.8768394310650678
0.69,0.035175879396984924,0.001475237091675448,1.8894023144486485
0.69,0.035175879396984924,0.001941747572815534,1.764785518209376
0.685,0.04020100502512563,0.0018726591760299628,1.8409148800569233
0.685,0.05527638190954774,0.0023444160272804776,1.8987774580511754
0.685,0.04020100502512563,0.0018726591760299628,1.8511095957681667
0.685,0.08040201005025126,0.003414425949637217,1.8935495899105885
