gc_content,cpg_dinucleotide_freq,obs_exp_ratio,sequence_complexity
0.655,0.08542713567839195,0.003973819541841983,1.928121184988398
0.76,0.10050251256281408,0.003492229788720098,1.7707738881772828
0.77,0.12562814070351758,0.004460303300624442,1.7461197231421708
0.785,0.15577889447236182,0.005293715846994536,1.718424027620241
0.675,0.08542713567839195,0.004152418172936004,1.8345511627905111
0.68,0.07537688442211055,0.003409865878608774,1.8657347862424922
0.66,0.04522613065326633,0.002178649237472767,1.8923331683381832
0.66,0.08542713567839195,0.003910743041177824,1.9236225186242686
0.76,0.10552763819095477,0.003658536585365854,1.7720108119505722
0.77,0.12562814070351758,0.004460303300624442,1.7461197231421708
0.785,0.16080402010050251,0.005432937181663837,1.7215986457459445
0.59,0.06532663316582915,0.003735632183908047,1.971968772352444
0.59,0.05527638190954774,0.003193033381712627,1.9676819799285001
0.61,0.07035175879396985,0.003771551724137931,1.9607702509614087
0.605,0.07035175879396985,0.0038461538461538464,1.9599916426776134
0.61,0.08040201005025126,0.004299919376511691,1.9618349636350443
0.64,0.11055276381909548,0.005372405372405372,1.94076501226572
0.745,0.10050251256281408,0.0037257824143070045,1.797886667274033
0.745,0.10050251256281408,0.0037078235076010383,1.8004301905169957
0.745,0.09045226130653267,0.0032679738562091504,1.8149403855011539
0.675,0.05025125628140704,0.0021978021978021982,1.9045590328803184
0.72,0.06532663316582915,0.0025120772946859906,1.8535174905506813
0.68,0.07035175879396985,0.003205128205128205,1.8623874264269502
0.66,0.04522613065326633,0.002178649237472767,1.8923331683381832
0.63,0.10050251256281408,0.005040322580645161,1.9488010315647633
0.635,0.10552763819095477,0.005210918114143921,1.9452636786298496
0.65,0.11055276381909548,0.005208333333333334,1.933750947114261
0.63,0.09547738693467336,0.004791929382093316,1.9484574605937666
0.745,0.10050251256281408,0.0037078235076010383,1.800430190516996
0.74,0.09547738693467336,0.003580177124552478,1.8090756919492443
0.745,0.10050251256281408,0.0037257824143070045,1.8007260767390267
0.74,0.09547738693467336,0.003580177124552478,1.8090756919492446
0.745,0.10552763819095477,0.003932584269662922,1.797982321433515
